,GEOID_INT,NAMELSAD,COUNTYFP,tract_geoid_2019,<100,100,101 - 199,200,>200
939,6037221210,Census Tract 2212.10,037,6037221210,0,29,14,112,1
940,6037221220,Census Tract 2212.20,037,6037221220,0,18,14,85,2
941,6037192420,Census Tract 1924.20,037,6037192420,1,7,5,100,5
942,6037221302,Census Tract 2213.02,037,6037221302,0,17,10,94,9
943,6037231500,Census Tract 2315,037,6037231500,50,142,74,691,4
944,6037430723,Census Tract 4307.23,037,6037430723,0,0,2,4,0
945,6037432901,Census Tract 4329.01,037,6037432901,89,129,91,303,27
946,6037700400,Census Tract 7004,037,6037700400,12,70,68,321,52
947,6099000602,Census Tract 6.02,099,6099000602,5,482,143,72,13
948,6099000805,Census Tract 8.05,099,6099000805,13,921,2,608,230
949,6099000806,Census Tract 8.06,099,6099000806,0,618,3,357,110
950,6099000807,Census Tract 8.07,099,6099000807,1,314,104,79,25
951,6099000801,Census Tract 8.01,099,6099000801,17,956,30,715,234
952,6099000803,Census Tract 8.03,099,6099000803,78,454,11,191,55
953,6099000905,Census Tract 9.05,099,6099000905,9,1057,148,454,153
954,6099000906,Census Tract 9.06,099,6099000906,1,943,124,380,150
955,6099000909,Census Tract 9.09,099,6099000909,18,499,10,478,140
956,6073003214,Census Tract 32.14,073,6073003214,0,426,8,273,59
957,6073003301,Census Tract 33.01,073,6073003301,33,71,17,254,11
958,6073003303,Census Tract 33.03,073,6073003303,18,60,3,91,4
959,6073003403,Census Tract 34.03,073,6073003403,85,88,22,263,14
960,6073008506,Census Tract 85.06,073,6073008506,11,339,8,642,86
961,6073008507,Census Tract 85.07,073,6073008507,8,517,12,760,123
962,6073008509,Census Tract 85.09,073,6073008509,4,341,26,889,154
963,6019002501,Census Tract 25.01,019,6019002501,125,134,37,281,5
964,6019004703,Census Tract 47.03,019,6019004703,56,361,11,396,110
965,6019006900,Census Tract 69,019,6019006900,8,85,9,52,2
966,6019007700,Census Tract 77,019,6019007700,31,403,52,159,37
967,6019008302,Census Tract 83.02,019,6019008302,22,430,11,279,27
968,6019001700,Census Tract 17,019,6019001700,3,186,115,119,46
969,6019007004,Census Tract 70.04,019,6019007004,4,617,223,167,66
970,6019005904,Census Tract 59.04,019,6019005904,0,202,119,321,487
971,6073008510,Census Tract 85.10,073,6073008510,11,359,11,839,135
972,6073008512,Census Tract 85.12,073,6073008512,2,195,36,977,184
973,6073017108,Census Tract 171.08,073,6073017108,2,501,77,539,194
974,6073017200,Census Tract 172,073,6073017200,12,176,164,522,224
975,6073017303,Census Tract 173.03,073,6073017303,9,128,144,445,175
976,6099003201,Census Tract 32.01,099,6099003201,2,753,99,357,204
977,6099003500,Census Tract 35,099,6099003500,32,1524,712,700,217
978,6099003202,Census Tract 32.02,099,6099003202,36,1261,2478,619,258
979,6073017304,Census Tract 173.04,073,6073017304,10,93,74,294,127
980,6081604000,Census Tract 6040,081,6081604000,66,197,78,724,92
981,6081604101,Census Tract 6041.01,081,6081604101,93,131,94,546,17
982,6081604102,Census Tract 6041.02,081,6081604102,4,2,1,7,0
983,6037900804,Census Tract 9008.04,037,6037900804,34,477,51,194,45
984,6037900805,Census Tract 9008.05,037,6037900805,52,512,125,686,203
985,6037900806,Census Tract 9008.06,037,6037900806,58,46,35,182,6
986,6037301100,Census Tract 3011,037,6037301100,64,144,114,781,19
987,6037301204,Census Tract 3012.04,037,6037301204,2,2,1,11,2
988,6095252605,Census Tract 2526.05,095,6095252605,22,325,19,200,101
989,6037301300,Census Tract 3013,037,6037301300,38,96,76,457,52
990,6037302102,Census Tract 3021.02,037,6037302102,32,180,86,462,21
991,6037302104,Census Tract 3021.04,037,6037302104,6,13,10,43,1
992,6037302201,Census Tract 3022.01,037,6037302201,0,5,1,35,0
993,6037302301,Census Tract 3023.01,037,6037302301,12,20,18,81,0
994,6019004301,Census Tract 43.01,019,6019004301,0,37,265,386,235
995,6019006402,Census Tract 64.02,019,6019006402,31,453,340,453,164
996,6019007300,Census Tract 73,019,6019007300,2,6,4,7,1
997,6019001600,Census Tract 16,019,6019001600,19,294,154,165,203
998,6019000400,Census Tract 4,019,6019000400,153,145,54,392,3
999,6019004207,Census Tract 42.07,019,6019004207,13,763,540,284,469
1000,6019005403,Census Tract 54.03,019,6019005403,0,130,0,44,15
1001,6095252606,Census Tract 2526.06,095,6095252606,85,380,9,321,87
1002,6095252607,Census Tract 2526.07,095,6095252607,31,136,20,329,81
1003,6095252608,Census Tract 2526.08,095,6095252608,12,373,2,176,82
1004,6095252703,Census Tract 2527.03,095,6095252703,57,985,10,147,32
1005,6095252704,Census Tract 2527.04,095,6095252704,0,733,10,329,104
1006,6095252705,Census Tract 2527.05,095,6095252705,0,1282,19,448,148
1007,6095252706,Census Tract 2527.06,095,6095252706,0,687,330,147,121
1008,6095252707,Census Tract 2527.07,095,6095252707,1,592,47,135,129
1009,6037700600,Census Tract 7006,037,6037700600,7,33,159,938,845
1010,6037910502,Census Tract 9105.02,037,6037910502,33,223,35,378,88
1011,6037302302,Census Tract 3023.02,037,6037302302,10,7,7,55,2
1012,6019004100,Census Tract 41,019,6019004100,9,108,3,50,3
1013,6019008301,Census Tract 83.01,019,6019008301,4,389,4,125,12
1014,6019008200,Census Tract 82,019,6019008200,29,415,10,136,18
1015,6019000700,Census Tract 7,019,6019000700,124,325,15,138,12
1016,6019005503,Census Tract 55.03,019,6019005503,0,371,476,520,865
1017,6019000600,Census Tract 6,019,6019000600,38,64,49,245,4
1018,6019008401,Census Tract 84.01,019,6019008401,20,754,63,274,46
1019,6037920042,Census Tract 9200.42,037,6037920042,1,306,181,302,123
1020,6037700700,Census Tract 7007,037,6037700700,5,25,59,553,561
1021,6019001500,Census Tract 15,019,6019001500,15,60,6,15,0
1022,6019007201,Census Tract 72.01,019,6019007201,40,554,351,530,244
1023,6019007600,Census Tract 76,019,6019007600,2,12,2,13,3
1024,6019006403,Census Tract 64.03,019,6019006403,6,391,114,125,41
1025,6019005505,Census Tract 55.05,019,6019005505,0,612,585,344,122
1026,6019008100,Census Tract 81,019,6019008100,67,595,158,315,77
1027,6019007400,Census Tract 74,019,6019007400,20,148,16,61,12
1028,6019006802,Census Tract 68.02,019,6019006802,29,210,89,115,9
1029,6019006300,Census Tract 63,019,6019006300,0,355,285,123,51
1030,6099003604,Census Tract 36.04,099,6099003604,25,796,740,419,400
1031,6099003700,Census Tract 37,099,6099003700,12,568,12,58,11
1032,6099003802,Census Tract 38.02,099,6099003802,139,314,46,320,12
1033,6073003404,Census Tract 34.04,073,6073003404,41,87,14,200,10
1034,6073003501,Census Tract 35.01,073,6073003501,48,87,21,207,8
1035,6073003502,Census Tract 35.02,073,6073003502,46,80,19,249,10
1036,6073003602,Census Tract 36.02,073,6073003602,37,89,12,114,7
1037,6073003603,Census Tract 36.03,073,6073003603,40,62,14,171,12
1038,6073008513,Census Tract 85.13,073,6073008513,0,167,35,571,99
1039,6073008600,Census Tract 86,073,6073008600,37,86,43,394,15
1040,6073008701,Census Tract 87.01,073,6073008701,2,52,3,79,17
1041,6073008702,Census Tract 87.02,073,6073008702,1,112,11,338,59
1042,6073017305,Census Tract 173.05,073,6073017305,0,358,95,407,151
1043,6073017401,Census Tract 174.01,073,6073017401,10,165,261,479,220
1044,6073017404,Census Tract 174.04,073,6073017404,90,700,198,691,278
1045,6081604400,Census Tract 6044,081,6081604400,49,108,35,312,39
1046,6081604800,Census Tract 6048,081,6081604800,38,117,86,605,30
1047,6081605100,Census Tract 6051,081,6081605100,27,79,68,383,25
1048,6037310300,Census Tract 3103,037,6037310300,4,216,11,624,225
1049,6081605200,Census Tract 6052,081,6081605200,22,129,220,637,102
1050,6095252610,Census Tract 2526.10,095,6095252610,9,540,0,366,113
1051,6095252908,Census Tract 2529.08,095,6095252908,0,486,4,229,98
1052,6037310400,Census Tract 3104,037,6037310400,92,112,78,544,27
1053,6095252909,Census Tract 2529.09,095,6095252909,0,632,131,526,465
1054,6095252801,Census Tract 2528.01,095,6095252801,0,1,0,0,0
1055,6099002200,Census Tract 22,099,6099002200,190,255,70,519,5
1056,6089010300,Census Tract 103,089,6089010300,5,328,28,357,96
1057,6089010400,Census Tract 104,089,6089010400,64,520,112,583,114
1058,6089010900,Census Tract 109,089,6089010900,35,264,123,299,59
1059,6089011100,Census Tract 111,089,6089011100,2,517,52,520,177
1060,6037900704,Census Tract 9007.04,037,6037900704,0,1,0,5,1
1061,6085501101,Census Tract 5011.01,085,6085501101,8,61,25,208,8
1062,6085503122,Census Tract 5031.22,085,6085503122,2,42,20,11,5
1063,6085503121,Census Tract 5031.21,085,6085503121,12,49,18,176,7
1064,6085502301,Census Tract 5023.01,085,6085502301,21,110,121,503,125
1065,6085503118,Census Tract 5031.18,085,6085503118,2,155,2,113,31
1066,6065044926,Census Tract 449.26,065,6065044926,0,664,110,236,84
1067,6065044930,Census Tract 449.30,065,6065044930,0,488,136,215,74
1068,6065045117,Census Tract 451.17,065,6065045117,5,198,134,559,205
1069,6065045119,Census Tract 451.19,065,6065045119,18,264,184,373,121
1070,6065045707,Census Tract 457.07,065,6065045707,12,825,101,236,198
1071,6037405001,Census Tract 4050.01,037,6037405001,213,459,54,422,52
1072,6037405002,Census Tract 4050.02,037,6037405002,45,165,43,266,56
1073,6037405102,Census Tract 4051.02,037,6037405102,80,117,37,206,8
1074,6037405201,Census Tract 4052.01,037,6037405201,88,295,51,304,44
1075,6037405202,Census Tract 4052.02,037,6037405202,56,326,25,247,42
1076,6037405203,Census Tract 4052.03,037,6037405203,40,342,36,202,27
1077,6085502604,Census Tract 5026.04,085,6085502604,1,46,8,19,12
1078,6037408401,Census Tract 4084.01,037,6037408401,28,497,17,330,92
1079,6037408501,Census Tract 4085.01,037,6037408501,88,258,20,197,38
1080,6037431800,Census Tract 4318,037,6037431800,26,106,53,275,67
1081,6037431900,Census Tract 4319,037,6037431900,27,106,100,276,58
1082,6037432000,Census Tract 4320,037,6037432000,111,331,215,895,205
1083,6037432101,Census Tract 4321.01,037,6037432101,67,258,101,452,109
1084,6037432102,Census Tract 4321.02,037,6037432102,83,219,157,822,214
1085,6085512047,Census Tract 5120.47,085,6085512047,0,373,3,896,297
1086,6085503117,Census Tract 5031.17,085,6085503117,11,130,13,90,23
1087,6037432201,Census Tract 4322.01,037,6037432201,69,173,116,399,43
1088,6037432202,Census Tract 4322.02,037,6037432202,79,254,120,303,31
1089,6037460900,Census Tract 4609,037,6037460900,74,281,128,864,44
1090,6065046500,Census Tract 465,065,6065046500,1,2,0,1,0
1091,6065046800,Census Tract 468,065,6065046800,14,673,341,462,51
1092,6065940700,Census Tract 9407,065,6065940700,0,152,47,142,54
1093,6037461000,Census Tract 4610,037,6037461000,69,236,105,872,27
1094,6037461100,Census Tract 4611,037,6037461100,45,144,72,669,40
1095,6037400402,Census Tract 4004.02,037,6037400402,4,271,154,505,187
1096,6065940800,Census Tract 9408,065,6065940800,2,70,37,163,61
1097,6065940900,Census Tract 9409,065,6065940900,0,34,152,103,36
1098,6001444602,Census Tract 4446.02,001,6001444602,0,571,3,154,436
1099,6001450502,Census Tract 4505.02,001,6001450502,0,204,591,390,481
1100,6001450751,Census Tract 4507.51,001,6001450751,0,75,557,277,1926
1101,6001450752,Census Tract 4507.52,001,6001450752,0,98,669,335,1300
1102,6001435602,Census Tract 4356.02,001,6001435602,37,132,58,367,15
1103,6001437101,Census Tract 4371.01,001,6001437101,18,659,495,432,252
1104,6001438203,Census Tract 4382.03,001,6001438203,5,401,140,228,76
1105,6001443105,Census Tract 4431.05,001,6001443105,0,197,533,501,237
1106,6001443321,Census Tract 4433.21,001,6001443321,0,34,0,61,29
1107,6001451504,Census Tract 4515.04,001,6001451504,0,243,100,75,27
1108,6001403502,Census Tract 4035.02,001,6001403502,0,11,7,56,1
1109,6111003013,Census Tract 30.13,111,6111003013,0,292,384,128,49
1110,6085502901,Census Tract 5029.01,085,6085502901,6,286,21,988,305
1111,6111004716,Census Tract 47.16,111,6111004716,3,509,15,140,42
1112,6085503337,Census Tract 5033.37,085,6085503337,2,396,31,87,29
1113,6085512043,Census Tract 5120.43,085,6085512043,11,240,2,184,58
1114,6085503713,Census Tract 5037.13,085,6085503713,4,7,5,32,3
1115,6085503902,Census Tract 5039.02,085,6085503902,51,213,62,564,56
1116,6065941000,Census Tract 9410,065,6065941000,6,181,9,327,126
1117,6065941100,Census Tract 9411,065,6065941100,0,0,0,0,0
1118,6065941300,Census Tract 9413,065,6065941300,1,340,106,511,198
1119,6065941400,Census Tract 9414,065,6065941400,0,4,0,6,54
1120,6065040607,Census Tract 406.07,065,6065040607,0,33,1165,254,1678
1121,6037403316,Census Tract 4033.16,037,6037403316,0,791,169,324,114
1122,6037403318,Census Tract 4033.18,037,6037403318,0,740,489,288,187
1123,6037403319,Census Tract 4033.19,037,6037403319,0,480,104,104,41
1124,6037403320,Census Tract 4033.20,037,6037403320,0,266,788,295,113
1125,6037405400,Census Tract 4054,037,6037405400,105,268,32,644,145
1126,6037405500,Census Tract 4055,037,6037405500,9,363,8,959,314
1127,6001403702,Census Tract 4037.02,001,6001403702,0,2,0,21,2
1128,6001430101,Census Tract 4301.01,001,6001430101,0,595,780,605,214
1129,6001430102,Census Tract 4301.02,001,6001430102,0,245,38,381,135
1130,6037408624,Census Tract 4086.24,037,6037408624,4,552,8,221,70
1131,6037408625,Census Tract 4086.25,037,6037408625,1,659,22,412,142
1132,6085504323,Census Tract 5043.23,085,6085504323,3,397,127,265,86
1133,6037408626,Census Tract 4086.26,037,6037408626,0,88,548,202,73
1134,6037432300,Census Tract 4323,037,6037432300,70,317,25,335,90
1135,6037432401,Census Tract 4324.01,037,6037432401,42,92,92,197,21
1136,6037432402,Census Tract 4324.02,037,6037432402,71,211,88,262,42
1137,6013381000,Census Tract 3810,013,6013381000,220,413,69,608,20
1138,6085511915,Census Tract 5119.15,085,6085511915,6,145,0,208,51
1139,6085504322,Census Tract 5043.22,085,6085504322,0,113,89,11,6
1140,6085512038,Census Tract 5120.38,085,6085512038,0,126,3,31,16
1141,6085505006,Census Tract 5050.06,085,6085505006,0,68,17,23,10
1142,6037432500,Census Tract 4325,037,6037432500,139,476,155,479,71
1143,6037432601,Census Tract 4326.01,037,6037432601,85,346,129,298,40
1144,6037461200,Census Tract 4612,037,6037461200,58,217,136,1071,67
1145,6037461300,Census Tract 4613,037,6037461300,81,197,145,1010,44
1146,6037461400,Census Tract 4614,037,6037461400,13,71,68,399,11
1147,6037461600,Census Tract 4616,037,6037461600,30,211,59,388,23
1148,6037576401,Census Tract 5764.01,037,6037576401,6,32,8,81,2
1149,6037572002,Census Tract 5720.02,037,6037572002,16,60,46,140,24
1150,6037570502,Census Tract 5705.02,037,6037570502,254,180,83,535,11
1151,6037504102,Census Tract 5041.02,037,6037504102,0,0,0,0,0
1152,6037542501,Census Tract 5425.01,037,6037542501,41,433,15,111,12
1153,6037461700,Census Tract 4617,037,6037461700,7,36,28,217,19
1154,6065040821,Census Tract 408.21,065,6065040821,0,236,277,88,16
1155,6065043252,Census Tract 432.52,065,6065043252,0,102,1623,418,268
1156,6085506202,Census Tract 5062.02,085,6085506202,1,341,6,1072,359
1157,6065043270,Census Tract 432.70,065,6065043270,2,579,796,83,228
1158,6065043271,Census Tract 432.71,065,6065043271,44,454,347,225,327
1159,6085505009,Census Tract 5050.09,085,6085505009,0,118,0,19,6
1160,6085508508,Census Tract 5085.08,085,6085508508,1,220,6,361,253
1161,6085508507,Census Tract 5085.07,085,6085508507,0,6,0,8,4
1162,6085508003,Census Tract 5080.03,085,6085508003,5,110,18,193,67
1163,6081600402,Census Tract 6004.02,081,6081600402,31,163,126,648,19
1164,6037403321,Census Tract 4033.21,037,6037403321,0,612,254,510,170
1165,6037405600,Census Tract 4056,037,6037405600,2,371,2,811,272
1166,6013314104,Census Tract 3141.04,013,6013314104,151,443,77,565,22
1167,6081601901,Census Tract 6019.01,081,6081601901,32,177,163,433,113
1168,6081603802,Census Tract 6038.02,081,6081603802,0,360,27,824,325
1169,6081609201,Census Tract 6092.01,081,6081609201,43,127,84,608,47
1170,6081609202,Census Tract 6092.02,081,6081609202,28,55,53,314,43
1171,6037408303,Census Tract 4083.03,037,6037408303,10,523,30,335,106
1172,6065045115,Census Tract 451.15,065,6065045115,0,141,231,298,129
1173,6065045303,Census Tract 453.03,065,6065045303,40,185,8,115,23
1174,6065048901,Census Tract 489.01,065,6065048901,3,539,58,338,70
1175,6065048902,Census Tract 489.02,065,6065048902,1,636,42,377,73
1176,6065049500,Census Tract 495,065,6065049500,4,774,171,162,36
1177,6037408627,Census Tract 4086.27,037,6037408627,0,153,212,427,147
1178,6037408628,Census Tract 4086.28,037,6037408628,0,592,139,322,129
1179,6085511302,Census Tract 5113.02,085,6085511302,4,67,48,204,29
1180,6085512045,Census Tract 5120.45,085,6085512045,0,527,14,956,312
1181,6085512037,Census Tract 5120.37,085,6085512037,3,485,1,374,120
1182,6085512036,Census Tract 5120.36,085,6085512036,9,208,245,194,59
1183,6013307102,Census Tract 3071.02,013,6013307102,122,367,83,656,58
1184,6013331000,Census Tract 3310,013,6013331000,94,702,146,828,168
1185,6085512311,Census Tract 5123.11,085,6085512311,1,214,244,159,114
1186,6081614000,Census Tract 6140,081,6081614000,3,447,168,686,259
1187,6081600401,Census Tract 6004.01,081,6081600401,7,159,80,276,54
1188,6081603801,Census Tract 6038.01,081,6081603801,0,2,1,9,1
1189,6065051400,Census Tract 514,065,6065051400,1,2058,1900,866,328
1190,6065040404,Census Tract 404.04,065,6065040404,1,720,44,113,23
1191,6065043316,Census Tract 433.16,065,6065043316,0,986,504,198,67
1192,6065044515,Census Tract 445.15,065,6065044515,45,830,41,222,81
1193,6059032041,Census Tract 320.41,059,6059032041,0,0,0,0,1
1194,6059075814,Census Tract 758.14,059,6059075814,0,65,374,254,107
1195,6059099416,Census Tract 994.16,059,6059099416,0,2,1,7,2
1196,6059001707,Census Tract 17.07,059,6059001707,0,354,1075,197,62
1197,6059001505,Census Tract 15.05,059,6059001505,15,514,191,818,240
1198,6059011714,Census Tract 117.14,059,6059011714,0,2,0,10,0
1199,6059042311,Census Tract 423.11,059,6059042311,0,697,279,651,379
1200,6059042329,Census Tract 423.29,059,6059042329,0,358,85,702,246
1201,6059063007,Census Tract 630.07,059,6059063007,0,214,516,484,331
1202,6059052422,Census Tract 524.22,059,6059052422,0,368,178,561,1091
1203,6059052404,Census Tract 524.04,059,6059052404,0,0,1,14,1656
1204,6059032033,Census Tract 320.33,059,6059032033,0,180,4,110,41
1205,6059062621,Census Tract 626.21,059,6059062621,0,258,3,157,522
1206,6059042201,Census Tract 422.01,059,6059042201,36,298,137,556,199
1207,6059052522,Census Tract 525.22,059,6059052522,0,320,321,166,66
1208,6059052410,Census Tract 524.10,059,6059052410,21,896,8,135,51
1209,6059021917,Census Tract 219.17,059,6059021917,0,187,109,348,168
1210,6059075703,Census Tract 757.03,059,6059075703,3,186,51,815,313
1211,6059075512,Census Tract 755.12,059,6059075512,5,172,1,121,31
1212,6059052419,Census Tract 524.19,059,6059052419,0,171,520,127,50
1213,6059052421,Census Tract 524.21,059,6059052421,37,397,215,632,879
1214,6059032049,Census Tract 320.49,059,6059032049,0,279,705,318,192
1215,6059032053,Census Tract 320.53,059,6059032053,0,314,434,253,102
1216,6001405700,Census Tract 4057,001,6001405700,6,51,40,329,1
1217,6001405800,Census Tract 4058,001,6001405800,9,79,56,409,4
1218,6085511608,Census Tract 5116.08,085,6085511608,11,3,0,0,0
1219,6059063907,Census Tract 639.07,059,6059063907,0,437,190,291,101
1220,6059075702,Census Tract 757.02,059,6059075702,6,152,30,680,238
1221,6059074805,Census Tract 748.05,059,6059074805,0,108,0,57,23
1222,6059042317,Census Tract 423.17,059,6059042317,0,129,279,335,165
1223,6059062647,Census Tract 626.47,059,6059062647,0,212,43,33,11
1224,6059052411,Census Tract 524.11,059,6059052411,0,758,10,293,103
1225,6059021913,Census Tract 219.13,059,6059021913,5,472,148,335,98
1226,6059075604,Census Tract 756.04,059,6059075604,4,259,659,1108,478
1227,6059042111,Census Tract 421.11,059,6059042111,1,257,743,597,207
1228,6059021924,Census Tract 219.24,059,6059021924,2,220,378,435,92
1229,6059099603,Census Tract 996.03,059,6059099603,36,1259,44,584,255
1230,6059099406,Census Tract 994.06,059,6059099406,0,480,29,521,172
1231,6059087403,Census Tract 874.03,059,6059087403,15,75,8,91,19
1232,6001444301,Census Tract 4443.01,001,6001444301,1,288,82,414,146
1233,6059062900,Census Tract 629,059,6059062900,3,56,114,458,182
1234,6059062619,Census Tract 626.19,059,6059062619,18,247,151,893,176
1235,6059062620,Census Tract 626.20,059,6059062620,24,483,313,1134,316
1236,6059074110,Census Tract 741.10,059,6059074110,0,628,32,224,63
1237,6059062610,Census Tract 626.10,059,6059062610,0,1,0,3,0
1238,6059042203,Census Tract 422.03,059,6059042203,0,512,563,498,492
1239,6019004404,Census Tract 44.04,019,6019004404,80,129,15,116,6
1240,6059110113,Census Tract 1101.13,059,6059110113,2,304,4,243,94
1241,6059087902,Census Tract 879.02,059,6059087902,21,125,16,253,65
1242,6059021912,Census Tract 219.12,059,6059021912,0,155,602,487,190
1243,6059099415,Census Tract 994.15,059,6059099415,0,502,200,864,301
1244,6059021915,Census Tract 219.15,059,6059021915,20,445,184,542,255
1245,6059001601,Census Tract 16.01,059,6059001601,9,715,478,613,205
1246,6059021820,Census Tract 218.20,059,6059021820,0,307,382,399,85
1247,6059001602,Census Tract 16.02,059,6059001602,0,252,282,672,276
1248,6059062643,Census Tract 626.43,059,6059062643,1,22,671,580,998
1249,6059042320,Census Tract 423.20,059,6059042320,0,247,79,79,22
1250,6037141303,Census Tract 1413.03,037,6037141303,0,7,2,14,3
1251,6037186202,Census Tract 1862.02,037,6037186202,20,63,34,204,23
1252,6037188202,Census Tract 1882.02,037,6037188202,20,67,60,453,47
1253,6037189905,Census Tract 1899.05,037,6037189905,1,6,7,63,4
1254,6001404700,Census Tract 4047,001,6001404700,15,101,66,566,38
1255,6001404800,Census Tract 4048,001,6001404800,11,87,51,439,14
1256,6001405200,Census Tract 4052,001,6001405200,13,82,49,446,9
1257,6001405500,Census Tract 4055,001,6001405500,2,50,30,224,3
1258,6001450750,Census Tract 4507.50,001,6001450750,0,1,0,81,248
1259,6001451403,Census Tract 4514.03,001,6001451403,3,165,16,407,135
1260,6019004405,Census Tract 44.05,019,6019004405,0,314,506,307,91
1261,6037602504,Census Tract 6025.04,037,6037602504,8,20,2,40,6
1262,6037241002,Census Tract 2410.02,037,6037241002,131,102,37,253,2
1263,6037262604,Census Tract 2626.04,037,6037262604,24,227,120,1245,516
1264,6037262802,Census Tract 2628.02,037,6037262802,13,89,104,814,417
1265,6037267403,Census Tract 2674.03,037,6037267403,0,1,0,6,0
1266,6019005301,Census Tract 53.01,019,6019005301,16,706,6,539,174
1267,6019005302,Census Tract 53.02,019,6019005302,2,369,2,246,80
1268,6019005304,Census Tract 53.04,019,6019005304,5,206,20,108,43
1269,6019005305,Census Tract 53.05,019,6019005305,13,545,7,218,75
1270,6001405100,Census Tract 4051,001,6001405100,16,150,125,1227,49
1271,6001404900,Census Tract 4049,001,6001404900,27,163,126,806,7
1272,6037980009,Census Tract 9800.09,037,6037980009,0,1,0,1,0
1273,6037296901,Census Tract 2969.01,037,6037296901,11,24,10,146,1
1274,6037123902,Census Tract 1239.02,037,6037123902,12,76,16,357,34
1275,6037134522,Census Tract 1345.22,037,6037134522,30,39,15,133,9
1276,6037192001,Census Tract 1920.01,037,6037192001,8,22,19,168,26
1277,6037211122,Census Tract 2111.22,037,6037211122,2,3,2,18,1
1278,6037104822,Census Tract 1048.22,037,6037104822,15,95,4,104,14
1279,6059063808,Census Tract 638.08,059,6059063808,7,164,3,186,68
1280,6059062645,Census Tract 626.45,059,6059062645,0,87,518,312,219
1281,6059088702,Census Tract 887.02,059,6059088702,18,265,45,470,105
1282,6097151602,Census Tract 1516.02,097,6097151602,7,548,323,542,163
1283,6097150607,Census Tract 1506.07,097,6097150607,1,479,541,387,117
1284,6097150610,Census Tract 1506.10,097,6097150610,0,622,213,375,123
1285,6097153809,Census Tract 1538.09,097,6097153809,1,423,216,388,104
1286,6097153104,Census Tract 1531.04,097,6097153104,24,141,28,487,31
1287,6001405401,Census Tract 4054.01,001,6001405401,3,32,15,105,2
1288,6013302010,Census Tract 3020.10,013,6013302010,2,1284,1061,695,408
1289,6065043822,Census Tract 438.22,065,6065043822,3,340,202,320,600
1290,6065043823,Census Tract 438.23,065,6065043823,6,189,1733,640,1342
1291,6065044517,Census Tract 445.17,065,6065044517,0,191,129,67,39
1292,6065044520,Census Tract 445.20,065,6065044520,23,338,111,202,54
1293,6065044606,Census Tract 446.06,065,6065044606,24,158,183,315,143
1294,6065045121,Census Tract 451.21,065,6065045121,1,390,2069,524,331
1295,6037650604,Census Tract 6506.04,037,6037650604,1,23,3,31,2
1296,6037901210,Census Tract 9012.10,037,6037901210,26,388,58,146,42
1297,6037910101,Census Tract 9101.01,037,6037910101,10,76,88,31,5
1298,6037269602,Census Tract 2696.02,037,6037269602,18,19,9,115,5
1299,6037271901,Census Tract 2719.01,037,6037271901,14,116,21,291,52
1300,6037302003,Census Tract 3020.03,037,6037302003,3,4,5,24,1
1301,6037125401,Census Tract 1254.01,037,6037125401,0,0,1,20,0
1302,6037127605,Census Tract 1276.05,037,6037127605,29,29,9,98,11
1303,6037400404,Census Tract 4004.04,037,6037400404,1,417,190,642,255
1304,6113010402,Census Tract 104.02,113,6113010402,7,121,515,614,172
1305,6007001703,Census Tract 17.03,007,6007001703,12,534,35,413,112
1306,6037117102,Census Tract 1171.02,037,6037117102,12,83,18,310,64
1307,6037119341,Census Tract 1193.41,037,6037119341,1,13,1,27,2
1308,6037120106,Census Tract 1201.06,037,6037120106,3,22,2,30,13
1309,6037122121,Census Tract 1221.21,037,6037122121,45,82,8,192,15
1310,6037124204,Census Tract 1242.04,037,6037124204,23,11,10,68,2
1311,6007001704,Census Tract 17.04,007,6007001704,31,366,51,414,96
1312,6007002601,Census Tract 26.01,007,6007002601,11,240,116,387,98
1313,6007002602,Census Tract 26.02,007,6007002602,16,736,261,425,111
1314,6007003002,Census Tract 30.02,007,6007003002,97,469,31,341,56
1315,6007003501,Census Tract 35.01,007,6007003501,39,262,233,399,62
1316,6007003700,Census Tract 37,007,6007003700,81,701,78,427,53
1317,6073017813,Census Tract 178.13,073,6073017813,3,55,345,220,65
1318,6073017054,Census Tract 170.54,073,6073017054,5,399,290,613,286
1319,6073017053,Census Tract 170.53,073,6073017053,0,93,259,412,266
1320,6001451703,Census Tract 4517.03,001,6001451703,0,252,283,557,178
1321,6013355117,Census Tract 3551.17,013,6013355117,0,188,1221,345,62
1322,6085503329,Census Tract 5033.29,085,6085503329,0,236,291,302,128
1323,6085512032,Census Tract 5120.32,085,6085512032,18,520,3,347,206
1324,6085512033,Census Tract 5120.33,085,6085512033,4,777,58,591,301
1325,6085511916,Census Tract 5119.16,085,6085511916,0,296,226,595,197
1326,6001442302,Census Tract 4423.02,001,6001442302,6,169,34,248,87
1327,6001406602,Census Tract 4066.02,001,6001406602,7,25,29,210,4
1328,6001407101,Census Tract 4071.01,001,6001407101,11,61,40,259,2
1329,6001407102,Census Tract 4071.02,001,6001407102,21,117,80,621,2
1330,6001432501,Census Tract 4325.01,001,6001432501,141,260,56,494,69
1331,6059099227,Census Tract 992.27,059,6059099227,11,717,20,306,106
1332,6059099229,Census Tract 992.29,059,6059099229,0,856,11,404,144
1333,6059099230,Census Tract 992.30,059,6059099230,24,706,17,589,185
1334,6059099231,Census Tract 992.31,059,6059099231,0,393,135,942,332
1335,6059099232,Census Tract 992.32,059,6059099232,0,665,128,599,208
